Broken,ID,ErrorModel Creation Failed,1162:2721,"{'name': ['The name must be unique across models and model number. '], 'model_number': ['The model number must be unique across models and name. ']}"
No Model Data Found,4038,"No type ID found in test data{'Result': {'user': 'Penny', 'visual': 'P', 'earthbond': {'testcurrent': '200mA', 'resistance': '0.14 OHM', 'pass': 'P', 'limit': '0.20 OHM'}, 'ins1': {'testvoltage': '1   >299 MEG P'}, 'load': {'load': '11 VA', 'pass': 'P', 'limit': '3000 VA', 'pncontinuity': 'P'}, 'current': {'current': '0.0 A', 'pass': 'P', 'limit': '13.0 A'}, 'leakage': {'current': '0.55 mA', 'pass': 'P', 'limit': '0.75 mA'}}, 'file': 'files/123.FLK', 'testnum': '403', 'OverallResult': 'Pass', 'date': '2025-08-20', 'id': '4038', 'testmode': '108 AUTO', 'site': 'STT', 'site1': 'STT', 'site2': '', 'user': 'Penny', 'location': '4067', 'TypeSnipeID': 1, 'nextdate': '2026-08-20'}"
No Model Data Found,3990,"No type ID found in test data{'Result': {'user': 'PAT Fairy', 'visual': 'P', 'earthbond': {'testcurrent': '25A', 'resistance': '0.12 OHM', 'pass': 'P', 'limit': '0.30 OHM'}, 'ins1': {'testvoltage': '1   >299 MEG P'}, 'load': {'load': '1 VA', 'pass': 'P', 'limit': '3000 VA', 'pncontinuity': 'P'}, 'current': {'current': '0.0 A', 'pass': 'P', 'limit': '13.0 A'}, 'leakage': {'current': '0.18 mA', 'pass': 'P', 'limit': '3.50 mA'}}, 'file': 'files/123.FLK', 'testnum': '422', 'OverallResult': 'Pass', 'date': '2025-08-21', 'id': '3990', 'testmode': '100 AUTO', 'site': 'STT', 'site1': 'STT', 'site2': '', 'user': 'PAT Fairy', 'location': '4067', 'TypeSnipeID': 1, 'nextdate': '2026-08-21'}"
No Model Data Found,3987,"No type ID found in test data{'Result': {'user': 'PAT Fairy', 'visual': 'P', 'earthbond': {'testcurrent': '25A', 'resistance': '0.11 OHM', 'pass': 'P', 'limit': '0.30 OHM'}, 'ins1': {'testvoltage': '1   >299 MEG P'}, 'load': {'load': '1 VA', 'pass': 'P', 'limit': '3000 VA', 'pncontinuity': 'P'}, 'current': {'current': '0.0 A', 'pass': 'P', 'limit': '13.0 A'}, 'leakage': {'current': '0.17 mA', 'pass': 'P', 'limit': '3.50 mA'}}, 'file': 'files/123.FLK', 'testnum': '424', 'OverallResult': 'Pass', 'date': '2025-08-21', 'id': '3987', 'testmode': '100 AUTO', 'site': 'STT', 'site1': 'STT', 'site2': '', 'user': 'PAT Fairy', 'location': '4067', 'TypeSnipeID': 1, 'nextdate': '2026-08-21'}"
No Model Data Found,4548,"No type ID found in test data{'Result': {'user': 'PAT Fairy', 'visual': 'P', 'earthbond': {'testcurrent': '25A', 'resistance': '0.03 OHM', 'pass': 'P', 'limit': '0.30 OHM'}, 'ins1': {'testvoltage': '1   >299 MEG P'}, 'load': {'load': '31 VA', 'pass': 'P', 'limit': '3000 VA', 'pncontinuity': 'P'}, 'current': {'current': '0.1 A', 'pass': 'P', 'limit': '13.0 A'}, 'leakage': {'current': '0.22 mA', 'pass': 'P', 'limit': '3.50 mA'}}, 'file': 'files/123.FLK', 'testnum': '440', 'OverallResult': 'Pass', 'date': '2025-08-21', 'id': '4548', 'testmode': '100 AUTO', 'site': 'STT', 'site1': 'STT', 'site2': '', 'user': 'PAT Fairy', 'location': '4067', 'TypeSnipeID': 1, 'nextdate': '2026-08-21'}"
No Model Data Found,4534,"No type ID found in test data{'Result': {'user': 'PAT Fairy', 'visual': 'P', 'earthbond': {'testcurrent': '25A', 'resistance': '0.04 OHM', 'pass': 'P', 'limit': '0.30 OHM'}, 'ins1': {'testvoltage': '1   >299 MEG P'}, 'load': {'load': '31 VA', 'pass': 'P', 'limit': '3000 VA', 'pncontinuity': 'P'}, 'current': {'current': '0.1 A', 'pass': 'P', 'limit': '13.0 A'}, 'leakage': {'current': '0.38 mA', 'pass': 'P', 'limit': '3.50 mA'}}, 'file': 'files/123.FLK', 'testnum': '442', 'OverallResult': 'Pass', 'date': '2025-08-21', 'id': '4534', 'testmode': '100 AUTO', 'site': 'STT', 'site1': 'STT', 'site2': '', 'user': 'PAT Fairy', 'location': '4067', 'TypeSnipeID': 1, 'nextdate': '2026-08-21'}"
No Model Data Found,4543,"No type ID found in test data{'Result': {'user': 'PAT Fairy', 'visual': 'P', 'earthbond': {'testcurrent': '25A', 'resistance': '0.04 OHM', 'pass': 'P', 'limit': '0.30 OHM'}, 'ins1': {'testvoltage': '1   >299 MEG P'}, 'load': {'load': '31 VA', 'pass': 'P', 'limit': '3000 VA', 'pncontinuity': 'P'}, 'current': {'current': '0.1 A', 'pass': 'P', 'limit': '13.0 A'}, 'leakage': {'current': '0.22 mA', 'pass': 'P', 'limit': '3.50 mA'}}, 'file': 'files/123.FLK', 'testnum': '447', 'OverallResult': 'Pass', 'date': '2025-08-21', 'id': '4543', 'testmode': '100 AUTO', 'site': 'STT', 'site1': 'STT', 'site2': '', 'user': 'PAT Fairy', 'location': '4067', 'TypeSnipeID': 1, 'nextdate': '2026-08-21'}"
No Model Data Found,4042,"No type ID found in test data{'Result': {'user': 'PAT Fairy', 'visual': 'P', 'ins2': {'testvoltage': '2   >299 MEG P'}, 'subst2': {'current': '-0.00 mA', 'pass': 'P', 'limit': '3.50 mA'}}, 'file': 'files/123.FLK', 'testnum': '455', 'OverallResult': 'Pass', 'date': '2025-08-22', 'id': '4042', 'testmode': '123 AUTO', 'site': 'STT', 'site1': 'STT', 'site2': '', 'user': 'PAT Fairy', 'location': '4067', 'TypeSnipeID': 1, 'nextdate': '2026-08-22'}"
No Model Data Found,2550,"No type ID found in test data{'Result': {'user': 'PAT Fairy', 'visual': 'P', 'earthbond': {'testcurrent': '25A', 'resistance': '0.06 OHM', 'pass': 'P', 'limit': '0.30 OHM'}, 'ins1': {'testvoltage': '1   12.2 MEG P'}, 'load': {'load': '1456 VA', 'pass': 'P', 'limit': '3000 VA', 'pncontinuity': 'P'}, 'current': {'current': '6.1 A', 'pass': 'P', 'limit': '13.0 A'}, 'leakage': {'current': '0.21 mA', 'pass': 'P', 'limit': '3.50 mA'}}, 'file': 'files/123.FLK', 'testnum': '481', 'OverallResult': 'Pass', 'date': '2025-08-22', 'id': '2550', 'testmode': '100 AUTO', 'site': 'STT', 'site1': 'STT', 'site2': '', 'user': 'PAT Fairy', 'location': '4067', 'TypeSnipeID': 1, 'nextdate': '2026-08-22'}"
Model Creation Failed,3035:2637,"{'name': ['The name must be unique across models and model number. '], 'model_number': ['The model number must be unique across models and name. ']}"
No Model Data Found,1693,"No type ID found in test data{'Result': {'user': 'zoe', 'visual': 'P', 'iectest': {'continuity': 'P', 'earth': '0.05 OHM', 'earthpass': 'P', 'earthlimit': '0.20 OHM'}}, 'file': 'files/123.FLK', 'testnum': '529', 'OverallResult': 'Pass', 'date': '2025-11-29', 'id': '1693', 'testmode': '101 AUTO', 'site': 'STT', 'site1': 'STT', 'site2': '', 'user': 'zoe', 'location': '4067', 'TypeSnipeID': 1, 'nextdate': '2026-11-29'}"
No Model Data Found,4647,"No type ID found in test data{'Result': {'user': 'zoe', 'visual': 'P', 'iectest': {'continuity': 'P', 'earth': '0.01 OHM', 'earthpass': 'P', 'earthlimit': '0.20 OHM'}}, 'file': 'files/123.FLK', 'testnum': '566', 'OverallResult': 'Pass', 'date': '2026-01-23', 'id': '4647', 'testmode': '101 AUTO', 'site': 'STT', 'site1': 'STT', 'site2': '', 'user': 'zoe', 'location': '4071', 'TypeSnipeID': 1, 'nextdate': '2027-01-23'}"
No Model Data Found,4648,"No type ID found in test data{'Result': {'user': 'zoe', 'visual': 'P', 'iectest': {'continuity': 'P', 'earth': '0.00 OHM', 'earthpass': 'P', 'earthlimit': '0.20 OHM'}}, 'file': 'files/123.FLK', 'testnum': '567', 'OverallResult': 'Pass', 'date': '2026-01-23', 'id': '4648', 'testmode': '101 AUTO', 'site': 'STT', 'site1': 'STT', 'site2': '', 'user': 'zoe', 'location': '4071', 'TypeSnipeID': 1, 'nextdate': '2027-01-23'}"
No Model Data Found,4647,"No type ID found in test data{'Result': {'user': 'zoe', 'visual': 'P', 'iectest': {'continuity': 'P', 'earth': '0.01 OHM', 'earthpass': 'P', 'earthlimit': '0.20 OHM'}}, 'file': 'files/123.FLK', 'testnum': '568', 'OverallResult': 'Pass', 'date': '2026-01-23', 'id': '4647', 'testmode': '101 AUTO', 'site': 'STT', 'site1': 'STT', 'site2': '', 'user': 'zoe', 'location': '4071', 'TypeSnipeID': 1, 'nextdate': '2027-01-23'}"
No Model Data Found,4648,"No type ID found in test data{'Result': {'user': 'zoe', 'visual': 'P', 'iectest': {'continuity': 'P', 'earth': '0.01 OHM', 'earthpass': 'P', 'earthlimit': '0.20 OHM'}}, 'file': 'files/123.FLK', 'testnum': '569', 'OverallResult': 'Pass', 'date': '2026-01-23', 'id': '4648', 'testmode': '101 AUTO', 'site': 'STT', 'site1': 'STT', 'site2': '', 'user': 'zoe', 'location': '4071', 'TypeSnipeID': 1, 'nextdate': '2027-01-23'}"
No Model Data Found,4647,"No type ID found in test data{'Result': {'user': 'zoe', 'visual': 'P', 'iectest': {'continuity': 'P', 'earth': '0.02 OHM', 'earthpass': 'P', 'earthlimit': '0.20 OHM'}}, 'file': 'files/123.FLK', 'testnum': '570', 'OverallResult': 'Pass', 'date': '2026-01-23', 'id': '4647', 'testmode': '101 AUTO', 'site': 'STT', 'site1': 'STT', 'site2': '', 'user': 'zoe', 'location': '4071', 'TypeSnipeID': 1, 'nextdate': '2027-01-23'}"
No Model Data Found,4648,"No type ID found in test data{'Result': {'user': 'zoe', 'visual': 'P', 'iectest': {'continuity': 'P', 'earth': '0.02 OHM', 'earthpass': 'P', 'earthlimit': '0.20 OHM'}}, 'file': 'files/123.FLK', 'testnum': '571', 'OverallResult': 'Pass', 'date': '2026-01-23', 'id': '4648', 'testmode': '101 AUTO', 'site': 'STT', 'site1': 'STT', 'site2': '', 'user': 'zoe', 'location': '4071', 'TypeSnipeID': 1, 'nextdate': '2027-01-23'}"
No Model Data Found,4647,"No type ID found in test data{'Result': {'user': 'zoe', 'visual': 'P', 'iectest': {'continuity': 'P', 'earth': '0.01 OHM', 'earthpass': 'P', 'earthlimit': '0.20 OHM'}}, 'file': 'files/123.FLK', 'testnum': '572', 'OverallResult': 'Pass', 'date': '2026-01-23', 'id': '4647', 'testmode': '101 AUTO', 'site': 'STT', 'site1': 'STT', 'site2': '', 'user': 'zoe', 'location': '4071', 'TypeSnipeID': 1, 'nextdate': '2027-01-23'}"
No Model Data Found,4648,"No type ID found in test data{'Result': {'user': 'zoe', 'visual': 'P', 'iectest': {'continuity': 'P', 'earth': '0.01 OHM', 'earthpass': 'P', 'earthlimit': '0.20 OHM'}}, 'file': 'files/123.FLK', 'testnum': '573', 'OverallResult': 'Pass', 'date': '2026-01-23', 'id': '4648', 'testmode': '101 AUTO', 'site': 'STT', 'site1': 'STT', 'site2': '', 'user': 'zoe', 'location': '4071', 'TypeSnipeID': 1, 'nextdate': '2027-01-23'}"
No Model Data Found,4647,"No type ID found in test data{'Result': {'user': 'zoe', 'visual': 'P', 'iectest': {'continuity': 'P', 'earth': '0.01 OHM', 'earthpass': 'P', 'earthlimit': '0.20 OHM'}}, 'file': 'files/123.FLK', 'testnum': '574', 'OverallResult': 'Pass', 'date': '2026-01-23', 'id': '4647', 'testmode': '101 AUTO', 'site': 'STT', 'site1': 'STT', 'site2': '', 'user': 'zoe', 'location': '4071', 'TypeSnipeID': 1, 'nextdate': '2027-01-23'}"
No Model Data Found,4648,"No type ID found in test data{'Result': {'user': 'zoe', 'visual': 'P', 'iectest': {'continuity': 'P', 'earth': '0.01 OHM', 'earthpass': 'P', 'earthlimit': '0.20 OHM'}}, 'file': 'files/123.FLK', 'testnum': '575', 'OverallResult': 'Pass', 'date': '2026-01-23', 'id': '4648', 'testmode': '101 AUTO', 'site': 'STT', 'site1': 'STT', 'site2': '', 'user': 'zoe', 'location': '4071', 'TypeSnipeID': 1, 'nextdate': '2027-01-23'}"
No Model Data Found,4647,"No type ID found in test data{'Result': {'user': 'zoe', 'visual': 'P', 'iectest': {'continuity': 'P', 'earth': '0.01 OHM', 'earthpass': 'P', 'earthlimit': '0.20 OHM'}}, 'file': 'files/123.FLK', 'testnum': '576', 'OverallResult': 'Pass', 'date': '2026-01-23', 'id': '4647', 'testmode': '101 AUTO', 'site': 'STT', 'site1': 'STT', 'site2': '', 'user': 'zoe', 'location': '4071', 'TypeSnipeID': 1, 'nextdate': '2027-01-23'}"
Model Creation Failed,3028:154,"{'name': ['The name must be unique across models and model number. '], 'model_number': ['The model number must be unique across models and name. ']}"
Model Creation Failed,3028:4064,"{'name': ['The name must be unique across models and model number. '], 'model_number': ['The model number must be unique across models and name. ']}"
Model Creation Failed,3028:229,"{'name': ['The name must be unique across models and model number. '], 'model_number': ['The model number must be unique across models and name. ']}"
